character_tag,copyright_tag,subject_hint,support,character_lines,copyright_lines,score
waka_(yuuhagi_(amaretto-no-natsu)),original,1girl,83,83,73512,242.283482
mia_(fire_emblem),fire_emblem:_path_of_radiance,1girl,82,89,375,241.849981
izumi_sagiri,eromanga_sensei,1girl,82,87,110,241.040579
trainer_(umamusume),umamusume,1girl,82,87,13094,241.040579
takarada_rikka,ssss.gridman,1girl,78,122,113,240.736067
ia_(vocaloid),cevio,1girl,72,220,660,240.654433
lucy_(cyberpunk),cyberpunk_(series),1girl,82,86,182,240.628873
lucy_(cyberpunk),cyberpunk_edgerunners,1girl,82,86,161,240.628873
stocking_(psg),panty_&_stocking_with_garterbelt,1girl,82,86,102,240.628873
gawr_gura,,1girl,56,1907,56,239.699639
ifrit_(arknights),arknights,1girl,82,83,14928,239.364404
kana_anaberal,touhou_(pc-98),1girl,82,83,1352,239.364404
failure_penguin,kantai_collection,1girl,82,82,54576,238.932736
flayn_(fire_emblem),fire_emblem,1girl,82,82,4052,238.932736
haguro_kai_ni_(kancolle),kantai_collection,1girl,82,82,54576,238.932736
helena_(kancolle),kantai_collection,1girl,82,82,54576,238.932736
hoshimachi_suisei_(shout_in_crisis),hololive,1girl,82,82,17510,238.932736
orange_pekoe_(girls_und_panzer),girls_und_panzer,1girl,82,82,3019,238.932736
riliane_lucifen_d'autriche,vocaloid,1girl,82,82,24189,238.932736
shikinami_kai_ni_(kancolle),kantai_collection,1girl,82,82,54576,238.932736
shiraishi_an,project_sekai,1girl,82,82,2129,238.932736
witch_(puyopuyo),puyopuyo,1girl,82,82,568,238.932736
zuikaku_kai_ni_(kancolle),kantai_collection,1girl,82,82,54576,238.932736
raising_heart,mahou_shoujo_lyrical_nanoha_a's,1girl,69,288,238,238.698082
serena_(pokemon),pokemon_(anime),1girl,72,204,350,238.293372
kirisame_marisa,unfinished_dream_of_all_living_ghost,1girl,51,4702,352,238.286414
bea_(pokemon),pokemon,1girl,76,134,8618,237.659965
ayanami_rei,rebuild_of_evangelion,1girl,64,509,269,237.229938
hatsune_miku,goodsmile_racing,1girl,45,18651,45,237.181595
princess_zelda,super_smash_bros.,1girl,63,577,227,236.954076
yor_briar,,1girl,70,239,70,236.487853
tatsuta_(kancolle),kantai_collection,1girl,81,83,54576,236.445325
flayn_(fire_emblem),fire_emblem:_three_houses,1girl,81,82,847,236.018922
uehara_ayumu,love_live!,1girl,80,89,3842,235.951201
uehara_ayumu,love_live!_nijigasaki_high_school_idol_club,1girl,80,89,965,235.951201
aegis_(persona),persona,1girl,81,81,987,235.587287
aegis_(persona),persona_3,1girl,81,81,318,235.587287
cure_milky,precure,1girl,81,81,4689,235.587287
cure_milky,star_twinkle_precure,1girl,81,81,286,235.587287
fu_hua_(herrscher_of_sentience),honkai_(series),1girl,81,81,2559,235.587287
fu_hua_(herrscher_of_sentience),honkai_impact_3rd,1girl,81,81,1301,235.587287
irene_(voyage_of_feathers)_(arknights),arknights,1girl,81,81,14928,235.587287
kirara_(genshin_impact),genshin_impact,1girl,81,81,10725,235.587287
nippaku_zanmu,touhou,1girl,81,81,92535,235.587287
smol_ame,hololive,1girl,81,81,17510,235.587287
smol_ame,hololive_english,1girl,81,81,5092,235.587287
son_biten,touhou,1girl,81,81,92535,235.587287
yuffie_kisaragi,final_fantasy,1girl,81,81,3040,235.587287
yuffie_kisaragi,final_fantasy_vii,1girl,81,81,352,235.587287
atlanta_(kancolle),kantai_collection,1girl,80,81,54576,232.678802
akishimo_(kancolle),kantai_collection,1girl,80,80,54576,232.247199
aubrey_(omori),omori,1girl,80,80,177,232.247199
bottle_miku,vocaloid,1girl,80,80,24189,232.247199
director_chimera_(spy_x_family),spy_x_family,1girl,80,80,816,232.247199
furukawa_nagisa,clannad,1girl,80,80,366,232.247199
pinecone_(arknights),arknights,1girl,80,80,14928,232.247199
sakura_chiyo,gekkan_shoujo_nozaki-kun,1girl,80,80,97,232.247199
shiver_(splatoon),splatoon_(series),1girl,80,80,1256,232.247199
tatebayashi_sakurako,kantai_collection,1girl,80,80,54576,232.247199
tomori_nao,charlotte_(anime),1girl,80,80,92,232.247199
utane_uta,utau,1girl,80,80,1548,232.247199
yuki_miku_(2018),vocaloid,1girl,80,80,24189,232.247199
hatsune_miku,odds_&_ends_(vocaloid),1girl,44,18651,44,231.910893
remilia_scarlet,curiosities_of_lotus_asia,1girl,51,3499,90,231.741141
geoffroy's_cat_(kemono_friends),kemono_friends_v_project,1girl,79,85,1209,231.424095
fusou_(kancolle),kantai_collection,1girl,79,84,54576,231.018064
rowan,vocaloid,1girl,79,84,24189,231.018064
alice_(alice_in_wonderland)_(cosplay),alice_in_wonderland,1girl,75,119,346,230.666022
riliane_lucifen_d'autriche,evillious_nendaiki,1girl,79,82,160,230.191294
chibi_usa,bishoujo_senshi_sailor_moon,1girl,79,81,1053,229.770316
enoshima_junko,danganronpa_(series),1girl,79,81,3266,229.770316
mutsu_(kancolle),kantai_collection,1girl,79,81,54576,229.770316
mario,mario_(series),1girl,79,80,938,229.344109
noshiro_(kancolle),kantai_collection,1girl,79,80,54576,229.344109
shiver_(splatoon),splatoon_3,1girl,79,80,387,229.344109
hoshina_hikaru,precure,1girl,79,79,4689,228.91254
ibuki_fuuko,clannad,1girl,79,79,366,228.91254
kanbe_kotori,rewrite,1girl,79,79,252,228.91254
misaki_(blue_archive),blue_archive,1girl,79,79,14955,228.91254
mitaka_asa,chainsaw_man,1girl,79,79,3681,228.91254
mitsumine_yuika,idolmaster,1girl,79,79,13720,228.91254
mitsumine_yuika,idolmaster_shiny_colors,1girl,79,79,3359,228.91254
takebe_saori,girls_und_panzer,1girl,79,79,3019,228.91254
tsukimiya_ayu,kanon,1girl,79,79,219,228.91254
yaoyao_(genshin_impact),genshin_impact,1girl,79,79,10725,228.91254
lana_(pokemon),pokemon_sm,1girl,72,151,604,228.88634
pokemon_(creature),pokemon_unite,1girl,51,2839,51,227.111435
louise_francoise_le_blanc_de_la_valliere,zero_no_tsukaima,1girl,78,79,100,226.014913
mamiya_(kancolle),kantai_collection,1girl,78,79,54576,226.014913
may_(pokemon),,1girl,68,209,68,225.769947
lana_(pokemon),,1girl,71,151,71,225.707363
adventurer_(ff11),final_fantasy,1girl,78,78,3040,225.583379
adventurer_(ff11),final_fantasy_xi,1girl,78,78,124,225.583379
azusawa_kohane,project_sekai,1girl,78,78,2129,225.583379
copano_rickey_(umamusume),umamusume,1girl,78,78,13094,225.583379
cure_peach,fresh_precure!,1girl,78,78,312,225.583379
cure_peach,precure,1girl,78,78,4689,225.583379
fallenshadow,indie_virtual_youtuber,1girl,78,78,2916,225.583379
kobayakawa_sae,idolmaster,1girl,78,78,13720,225.583379
kobayakawa_sae,idolmaster_cinderella_girls,1girl,78,78,7464,225.583379
lucia_(punishing:_gray_raven),punishing:_gray_raven,1girl,78,78,471,225.583379
matangomu-chan,original,1girl,78,78,73512,225.583379
narumiya_yume,idolmaster,1girl,78,78,13720,225.583379
narumiya_yume,idolmaster_cinderella_girls,1girl,78,78,7464,225.583379
rakka_(haibane),haibane_renmei,1girl,78,78,126,225.583379
tanino_gimlet_(umamusume),umamusume,1girl,78,78,13094,225.583379
tenkajin_chiyari,touhou,1girl,78,78,92535,225.583379
tsuchinoko_(kemono_friends),kemono_friends,1girl,78,78,5004,225.583379
kagamine_rin,,1girl,52,1973,52,223.346608
hoshina_hikaru,star_twinkle_precure,1girl,77,79,286,223.117286
daring_tact_(umamusume),umamusume,1girl,77,77,13094,222.259786
gunner_2_(sekaiju),sekaiju_no_meikyuu,1girl,77,77,312,222.259786
gunner_2_(sekaiju),sekaiju_no_meikyuu_2,1girl,77,77,101,222.259786
kousaka_reina,hibike!_euphonium,1girl,77,77,647,222.259786
large-spotted_genet_(kemono_friends),kemono_friends,1girl,77,77,5004,222.259786
nyon_(cookie),cookie_(touhou),1girl,77,77,573,222.259786
ookami_mio_(5th_costume),hololive,1girl,77,77,17510,222.259786
roll_caskett_(mega_man),mega_man_(series),1girl,77,77,738,222.259786
roll_caskett_(mega_man),mega_man_legends,1girl,77,77,106,222.259786
sekai_(cevio),cevio,1girl,77,77,660,222.259786
shiho_(yuuhagi_(amaretto-no-natsu)),original,1girl,77,77,73512,222.259786
wakamo_(blue_archive),blue_archive,1girl,77,77,14955,222.259786
hatsune_miku,original,1girl,42,18651,73512,221.369489
hatsune_miku,shinkai_shoujo_(vocaloid),1girl,42,18651,44,221.369489
yae_sakura,honkai_(series),1girl,76,80,2559,220.634839
yae_sakura,honkai_impact_3rd,1girl,76,80,1301,220.634839
saber_alter,fate/hollow_ataraxia,1girl,67,194,294,220.282716
sekai_(cevio),kamitsubaki_studio,1girl,76,77,1565,219.373295
sinon,sword_art_online,1girl,76,77,622,219.373295
sucrose_(genshin_impact),genshin_impact,1girl,76,77,10725,219.373295
humboldt_penguin_(kemono_friends),kemono_friends_v_project,1girl,75,84,1209,219.320946
gloria_(pokemon),,1girl,64,266,64,219.192425
kagamine_rin,o,1girl,51,1973,11299,219.051481
ark_royal_(kancolle),kantai_collection,1girl,76,76,54576,218.941833
gray_(fate),fate_(series),1girl,76,76,8588,218.941833
igarashi_futaba_(shiromanta),senpai_ga_uzai_kouhai_no_hanashi,1girl,76,76,90,218.941833
mejiro_dober_(umamusume),umamusume,1girl,76,76,13094,218.941833
miyamoto_frederica,idolmaster,1girl,76,76,13720,218.941833
miyamoto_frederica,idolmaster_cinderella_girls,1girl,76,76,7464,218.941833
musashi_kai_ni_(kancolle),kantai_collection,1girl,76,76,54576,218.941833
naganami_kai_ni_(kancolle),kantai_collection,1girl,76,76,54576,218.941833
naka_kai_ni_(kancolle),kantai_collection,1girl,76,76,54576,218.941833
silver_wolf_(honkai:_star_rail),honkai:_star_rail,1girl,76,76,1201,218.941833
silver_wolf_(honkai:_star_rail),honkai_(series),1girl,76,76,2559,218.941833
takane_(blue_archive),blue_archive,1girl,76,76,14955,218.941833
yukico-tan,yukijirushi,1girl,76,76,77,218.941833
lillie_(pokemon),pokemon_masters_ex,1girl,59,513,313,218.896925
mudrock_(arknights),arknights,1girl,75,81,14928,218.136376
remilia_scarlet,o,1girl,48,3499,11299,218.109309
anya_(spy_x_family),o,1girl,57,670,11299,218.086264
raising_heart,mahou_shoujo_lyrical_nanoha_the_movie_1st,1girl,63,288,118,217.941727
senjougahara_hitagi,bakemonogatari,1girl,72,103,235,216.92428
large-spotted_genet_(kemono_friends),kemono_friends_v_project,1girl,75,77,1209,216.486804
nyon_(cookie),touhou,1girl,75,77,92535,216.486804
misaka_mikoto,toaru_kagaku_no_railgun_s,1girl,58,524,104,215.721215
hyakumantenbara_salome_(1st_costume),nijisanji,1girl,75,75,7324,215.629595
jintsuu_kai_ni_(kancolle),kantai_collection,1girl,75,75,54576,215.629595
mist_(fire_emblem),fire_emblem,1girl,75,75,4052,215.629595
pikl_(elira_pendora),nijisanji,1girl,75,75,7324,215.629595
pikl_(elira_pendora),nijisanji_en,1girl,75,75,2113,215.629595
reines_el-melloi_archisorte,fate_(series),1girl,75,75,8588,215.629595
shampoo_(ranma_1/2),ranma_1/2,1girl,75,75,144,215.629595
tanemura_koyori,watashi_ni_tenshi_ga_maiorita!,1girl,75,75,385,215.629595
riliane_lucifen_d'autriche,aku_no_musume_(vocaloid),1girl,73,82,78,212.708411
ashley_(warioware),warioware,1girl,74,74,97,212.323147
dark_miku_(project_voltage),pokemon,1girl,74,74,8618,212.323147
dark_miku_(project_voltage),project_voltage,1girl,74,74,503,212.323147
dark_miku_(project_voltage),vocaloid,1girl,74,74,24189,212.323147
hakozaki_serika,idolmaster,1girl,74,74,13720,212.323147
hakozaki_serika,idolmaster_million_live!,1girl,74,74,1778,212.323147
hoshino_ruri,kidou_senkan_nadesico,1girl,74,74,78,212.323147
ikamusume,shinryaku!_ikamusume,1girl,74,74,82,212.323147
kiki_(majo_no_takkyuubin),majo_no_takkyuubin,1girl,74,74,83,212.323147
mishou_mai,futari_wa_precure_splash_star,1girl,74,74,138,212.323147
mishou_mai,precure,1girl,74,74,4689,212.323147
nessie_(respawn),apex_legends,1girl,74,74,1170,212.323147
oogaki_chiaki,yurucamp,1girl,74,74,1211,212.323147
sakuma_mayu,idolmaster,1girl,74,74,13720,212.323147
sakuma_mayu,idolmaster_cinderella_girls,1girl,74,74,7464,212.323147
sakura_bakushin_o_(umamusume),umamusume,1girl,74,74,13094,212.323147
taiyou_(kancolle),kantai_collection,1girl,74,74,54576,212.323147
tokoyami_towa_(1st_costume),hololive,1girl,74,74,17510,212.323147
udin_(kureiji_ollie),hololive,1girl,74,74,17510,212.323147
udin_(kureiji_ollie),hololive_indonesia,1girl,74,74,712,212.323147
vladilena_millize,86_-eightysix-,1girl,74,74,100,212.323147
komeiji_satori,o,1girl,49,2009,11299,210.846017
hatsune_miku,project_diva_f,1girl,40,18651,45,210.828085
kikuzuki_(kancolle),kantai_collection,1girl,73,74,54576,209.453916
cure_mint,precure,1girl,73,73,4689,209.022569
cure_mint,yes!_precure_5,1girl,73,73,716,209.022569
eris_greyrat,mushoku_tensei,1girl,73,73,609,209.022569
i-47_(kancolle),kantai_collection,1girl,73,73,54576,209.022569
jitomi_monoe,voms,1girl,73,73,304,209.022569
kiso_kai_ni_(kancolle),kantai_collection,1girl,73,73,54576,209.022569
mordred_(fate),fate_(series),1girl,73,73,8588,209.022569
narita_brian_(umamusume),umamusume,1girl,73,73,13094,209.022569
ogata_chieri,idolmaster,1girl,73,73,13720,209.022569
ogata_chieri,idolmaster_cinderella_girls,1girl,73,73,7464,209.022569
rosehip_(girls_und_panzer),girls_und_panzer,1girl,73,73,3019,209.022569
sasaki_saku_(1st_costume),nijisanji,1girl,73,73,7324,209.022569
sonozaki_shion,higurashi_no_naku_koro_ni,1girl,73,73,1037,209.022569
victorica_de_blois,gosick,1girl,73,73,75,209.022569
wraith's_kunai,apex_legends,1girl,73,73,1170,209.022569
mystia_lorelei,night_sparrow_love,1girl,48,2172,153,208.169271
kagamine_len,vocaloid,1girl,68,114,24189,207.86953
gray_(fate),lord_el-melloi_ii_case_files,1girl,72,76,152,207.418579
hagiwara_yukiho,idolmaster,1girl,72,76,13720,207.418579
yumemi_riamu,idolmaster_cinderella_girls_starlight_stage,1girl,61,251,1108,207.380097
princess_zelda,the_legend_of_zelda:_the_wind_waker,1girl,55,577,72,206.86467
saber_lily,fate_(series),1girl,72,74,8588,206.584684
enoshima_junko,danganronpa:_trigger_happy_havoc,1girl,71,81,980,206.502436
bea_(pokemon),pokemon_swsh,1girl,66,134,641,206.388917
ene_(kagerou_project),kagerou_project,1girl,72,73,983,206.159246
rosalina,super_mario_galaxy,1girl,64,165,65,205.918972
cynthia_(pokemon),,1girl,66,131,66,205.739906
aino_minako,bishoujo_senshi_sailor_moon,1girl,72,72,1053,205.72794
kaiboukan_no._4_(kancolle),kantai_collection,1girl,72,72,54576,205.72794
maribel_(dq7),dragon_quest,1girl,72,72,339,205.72794
mitsugashira_enoko,touhou,1girl,72,72,92535,205.72794
reizei_mako,girls_und_panzer,1girl,72,72,3019,205.72794
rosemi_lovelock_(1st_costume),nijisanji,1girl,72,72,7324,205.72794
rosemi_lovelock_(1st_costume),nijisanji_en,1girl,72,72,2113,205.72794
sebastian_piyodore,nijisanji,1girl,72,72,7324,205.72794
tamanami_(kancolle),kantai_collection,1girl,72,72,54576,205.72794
tomioka_giyuu,,1boy,72,72,72,205.72794
hatsune_miku,hello_planet_(vocaloid),1girl,39,18651,39,205.557383
kemomimi-chan_(naga_u),o,1girl,51,1066,11299,205.415617
futaba_anzu,idolmaster_cinderella_girls_starlight_stage,1girl,59,296,1108,204.806211
yusa_kozue,idolmaster,1girl,71,76,13720,204.537765
yusa_kozue,idolmaster_cinderella_girls,1girl,71,76,7464,204.537765
shouhou_(kancolle),kantai_collection,1girl,71,74,54576,203.715452
maribel_(dq7),dragon_quest_vii,1girl,71,72,71,202.870607
northern_white-faced_owl_(kemono_friends),kemono_friends,1girl,71,72,5004,202.870607
cynthia_(pokemon),pokemon,1girl,65,131,8618,202.622634
alear_(female)_(fire_emblem),fire_emblem,1girl,71,71,4052,202.439343
alear_(female)_(fire_emblem),fire_emblem_engage,1girl,71,71,446,202.439343
amiya_(guard)_(arknights),arknights,1girl,71,71,14928,202.439343
arashi_chisato,love_live!,1girl,71,71,3842,202.439343
arashi_chisato,love_live!_superstar!!,1girl,71,71,554,202.439343
carmine_(pokemon),pokemon,1girl,71,71,8618,202.439343
carmine_(pokemon),pokemon_sv,1girl,71,71,1790,202.439343
ebisu_eika,touhou,1girl,71,71,92535,202.439343
ember_(selen_tatsuki),nijisanji,1girl,71,71,7324,202.439343
ember_(selen_tatsuki),nijisanji_en,1girl,71,71,2113,202.439343
ezo_red_fox_(kemono_friends),kemono_friends,1girl,71,71,5004,202.439343
friend_(nanashi_mumei),hololive,1girl,71,71,17510,202.439343
friend_(nanashi_mumei),hololive_english,1girl,71,71,5092,202.439343
fubuki_(blue_archive),blue_archive,1girl,71,71,14955,202.439343
inu_sakuya_(nejikirio),touhou,1girl,71,71,92535,202.439343
myrtle_(arknights),arknights,1girl,71,71,14928,202.439343
yoshimi_(blue_archive),blue_archive,1girl,71,71,14955,202.439343
mochizuki_anna,idolmaster,1girl,70,75,13720,201.254288
raising_heart,mahou_shoujo_lyrical_nanoha_strikers,1girl,58,288,245,200.644764
jinx_(league_of_legends),league_of_legends,1girl,70,73,867,200.4326
hatsune_miku,rolling_girl_(vocaloid),1girl,38,18651,39,200.286681
mukyuu,touhou,1girl,70,71,92535,199.588084
nursery_rhyme_(fate),fate_(series),1girl,70,71,8588,199.588084
amiya_(newsgirl)_(arknights),arknights,1girl,70,70,14928,199.156863
anya_melfissa,hololive,1girl,70,70,17510,199.156863
anya_melfissa,hololive_indonesia,1girl,70,70,712,199.156863
ayanami_kai_ni_(kancolle),kantai_collection,1girl,70,70,54576,199.156863
azki_(4th_costume)_(hololive),hololive,1girl,70,70,17510,199.156863
beatrice_(umineko),umineko_no_naku_koro_ni,1girl,70,70,272,199.156863
hachijou_(kancolle),kantai_collection,1girl,70,70,54576,199.156863
haruna_(new_year)_(blue_archive),blue_archive,1girl,70,70,14955,199.156863
hisui_(tsukihime),tsukihime,1girl,70,70,612,199.156863
hornet_(kancolle),kantai_collection,1girl,70,70,54576,199.156863
ichinose_uruha,vspo!,1girl,70,70,373,199.156863
juufuutei_raden,hololive,1girl,70,70,17510,199.156863
juufuutei_raden,hololive_dev_is,1girl,70,70,207,199.156863
kanna_(blue_archive),blue_archive,1girl,70,70,14955,199.156863
kazami_yuuka_(pc-98),touhou,1girl,70,70,92535,199.156863
kazami_yuuka_(pc-98),touhou_(pc-98),1girl,70,70,1352,199.156863
komaki_manaka,to_heart_(series),1girl,70,70,313,199.156863
komaki_manaka,to_heart_2,1girl,70,70,261,199.156863
kurokoma_saki,touhou,1girl,70,70,92535,199.156863
mifune_shioriko,love_live!,1girl,70,70,3842,199.156863
sekka_yufu,utau,1girl,70,70,1548,199.156863
tomoe_hotaru,bishoujo_senshi_sailor_moon,1girl,70,70,1053,199.156863
yamagishi_fuuka,persona,1girl,70,70,987,199.156863
yamagishi_fuuka,persona_3,1girl,70,70,318,199.156863
yuki_miku_(2010),vocaloid,1girl,70,70,24189,199.156863
anya_(spy_x_family),,1girl,52,670,52,198.95589
mochizuki_anna,idolmaster_million_live!,1girl,69,75,1778,198.379227
asui_tsuyu,boku_no_hero_academia,1girl,69,70,564,196.311765
hagiwara_yukiho,idolmaster_(classic),1girl,68,76,1311,195.895324
suzuran_(arknights),o,1girl,48,1205,11299,195.887378
fire_keeper,dark_souls_(series),1girl,69,69,174,195.880587
hishikawa_rikka,dokidoki!_precure,1girl,69,69,200,195.880587
hishikawa_rikka,precure,1girl,69,69,4689,195.880587
inuyama_aoi,yurucamp,1girl,69,69,1211,195.880587
lucena_winter,original,1girl,69,69,73512,195.880587
minato_aqua_(1st_costume),hololive,1girl,69,69,17510,195.880587
nishimiya_shouko,koe_no_katachi,1girl,69,69,94,195.880587
shiranui_flare_(3rd_costume),hololive,1girl,69,69,17510,195.880587
tedeza_rize,gochuumon_wa_usagi_desu_ka?,1girl,69,69,1430,195.880587
vestia_zeta,hololive,1girl,69,69,17510,195.880587
vestia_zeta,hololive_indonesia,1girl,69,69,712,195.880587
princess_zelda,the_legend_of_zelda:_spirit_tracks,1girl,52,577,52,195.581142
robin_(female)_(fire_emblem),fire_emblem_awakening,1girl,65,102,565,195.559011
mist_(fire_emblem),fire_emblem:_path_of_radiance,1girl,68,75,375,195.504166
serena_(pokemon),pokemon_xy_(anime),1girl,59,204,81,195.26818
hatsune_miku,unknown_mother_goose_(vocaloid),1girl,37,18651,38,195.015979
amber_(genshin_impact),genshin_impact,1girl,66,88,10725,194.335856
yuki_miku_(2014),suki!_yuki!_maji_magic_(vocaloid),1girl,63,121,63,194.215478
kafuu_chino,,1girl,50,758,50,193.98346
djeeta_(granblue_fantasy),granblue_fantasy,1girl,68,71,788,193.885568
kisaragi_(azur_lane),azur_lane,1girl,68,71,2193,193.885568
nero_claudius_(fate),fate/grand_order,1girl,64,107,4875,193.880562
platinum_(arknights),arknights,1girl,68,70,14928,193.466667
fire_keeper,dark_souls_iii,1girl,68,69,107,193.041738
dawn_(pokemon),pokemon_platinum,1girl,54,375,58,192.997688
paimon_(genshin_impact),,1girl,54,375,54,192.997688
lyra_(pokemon),pokemon,1girl,61,145,8618,192.843448
gardevoir,pokemon_unite,1girl,48,1034,51,192.696986
reines_el-melloi_archisorte,lord_el-melloi_ii_case_files,1girl,67,75,152,192.629105
altair_(re:creators),re:creators,1girl,68,68,98,192.610606
kanamori_sayaka,eizouken_ni_wa_te_wo_dasu_na!,1girl,68,68,113,192.610606
kawakaze_kai_ni_(kancolle),kantai_collection,1girl,68,68,54576,192.610606
mikura_(kancolle),kantai_collection,1girl,68,68,54576,192.610606
minato_aqua_(school_uniform),hololive,1girl,68,68,17510,192.610606
momosuzu_nene_(2nd_costume),hololive,1girl,68,68,17510,192.610606
nina_(fire_emblem),fire_emblem,1girl,68,68,4052,192.610606
oomuro_sakurako,yuru_yuri,1girl,68,68,569,192.610606
starting_future_(umamusume),umamusume,1girl,68,68,13094,192.610606
weno's_blonde_original_character,original,1girl,68,68,73512,192.610606
iris_(pokemon),pokemon,1girl,57,227,8618,191.293474
kozakura_marry,souzou_forest_(vocaloid),1girl,55,297,55,191.001605
android_18,dragon_ball,1girl,67,70,284,190.621569
shirasaka_koume,idolmaster_cinderella_girls_starlight_stage,1girl,51,537,1108,190.228689
hatsune_miku,karakuri_pierrot_(vocaloid),1girl,36,18651,38,189.745276
aoki_ruri,ruri_dragon,1girl,67,67,68,189.347012
binah_(project_moon),project_moon,1girl,67,67,1660,189.347012
diyusi_(cookie),cookie_(touhou),1girl,67,67,573,189.347012
entoma_vasilissa_zeta,overlord_(maruyama),1girl,67,67,106,189.347012
goshiki_agiri,kill_me_baby,1girl,67,67,381,189.347012
ishigami_nozomi,nijisanji,1girl,67,67,7324,189.347012
kinu_(kancolle),kantai_collection,1girl,67,67,54576,189.347012
marie_antoinette_(fate),fate/grand_order,1girl,67,67,4875,189.347012
marie_antoinette_(fate),fate_(series),1girl,67,67,8588,189.347012
maruyama_aya,bang_dream!,1girl,67,67,610,189.347012
murasame_kai_ni_(kancolle),kantai_collection,1girl,67,67,54576,189.347012
ninomae_ina'nis_(new_year),hololive,1girl,67,67,17510,189.347012
ninomae_ina'nis_(new_year),hololive_english,1girl,67,67,5092,189.347012
pa-san,bocchi_the_rock!,1girl,67,67,3131,189.347012
sayori_(doki_doki_literature_club),doki_doki_literature_club,1girl,67,67,353,189.347012
sclera_(asteroid_ill),original,1girl,67,67,73512,189.347012
sonoda_chiyoko,idolmaster,1girl,67,67,13720,189.347012
sonoda_chiyoko,idolmaster_shiny_colors,1girl,67,67,3359,189.347012
sophia_(fire_emblem),fire_emblem,1girl,67,67,4052,189.347012
sophia_(fire_emblem),fire_emblem:_the_binding_blade,1girl,67,67,171,189.347012
talulah_(arknights),arknights,1girl,67,67,14928,189.347012
